s.no,helpfulVoteCount,productASIN,productVariant,rating,reviewID,reviewMetadata,reviewPosition,reviewText,reviewTitle,verifiedPurchase
20,12,B0HIH50F99,color:Black,5,R4WQM3RWFHCZTF,"Reviewed in the United States on April 2, 2025",3,"Not fancy, just practical, which is exactly what i needed. Would buy agian.",Works as expected,TRUE
21,18,B0KQFQJ89T,size:Standard,3,R4MGRL6E9C6YHR,"Reviewed in the United States on February 7, 2025",1,"Not fancy, just practical, which is exactly what i needed.",Handy little item,TRUE
22,7,B0AJDOBAKI,size:Standard,5,R7DK6C0K9A3MFA,"Reviewed in the United States on March 30, 2025",1,"Not fancy, just practical, which is exactly what i needed.",Handy little item,TRUE
23,8,B0ZSPZS61U,size:Standard,5,RUEG1ZHCDVRJHW,"Reviewed in the United States on March 18, 2025",1,"Not fancy, just practical, which is exactly what i needed. Shipping box was a little beat up but the item inside was okay.",Pretty good overall,TRUE
23,13,B0ZSPZS61U,size:Standard,3,R46SMKX8DO1EXI,"Reviewed in the United States on March 6, 2025",2,Pretty handy around the house and easier to use than my old one.,Solid purchase,TRUE
23,0,B0ZSPZS61U,size:Standard,5,RM78CMI3625U6K,"Reviewed in the United States on January 20, 2025",3,"Not fancy, just practical, which is exactly what i needed. Shipping box was a little beat up but the item inside was okay.",Solid purchase,TRUE
24,0,B0TIJQC76D,color:Black,5,RIDWGLT8A70J4W,"Reviewed in the United States on February 22, 2025",1,Surprisingly solid once i started using it every day. Would buy agian.,Pretty good overall,TRUE
24,5,B0TIJQC76D,color:Black,4,RBERSKEOEV4FU0,"Reviewed in the United States on January 26, 2025",2,Good basic item with no major issues so far. Shipping box was a little beat up but the item inside was okay.,Works as expected,TRUE
24,16,B0TIJQC76D,color:Black,5,RB8BNO4Z4U9LOU,"Reviewed in the United States on February 10, 2025",3,Does what i bought it for and feels decent for the price.,Solid purchase,TRUE
25,0,B0C6KBWHVL,size:Standard,4,RNTCPSAF817W35,"Reviewed in the United States on April 5, 2025",1,Pretty handy around the house and easier to use than my old one.,Better than expected,TRUE
25,8,B0C6KBWHVL,size:Standard,4,RW3BDEAIBEMGC8,"Reviewed in the United States on April 8, 2025",2,Does what i bought it for and feels decent for the price. Shipping box was a little beat up but the item inside was okay.,Solid purchase,TRUE
25,4,B0C6KBWHVL,size:Standard,5,RPS56UJ00KQZHN,"Reviewed in the United States on March 3, 2025",3,Good basic item with no major issues so far. Would buy agian.,Solid purchase,TRUE
26,11,B0KQ19TLDR,,4,RQTWQLIHSNVAM5,"Reviewed in the United States on February 1, 2025",1,Clamp holds better than the flimsy mount I had before. I do wish it had MagSafe built in so I could just slap the phone on instead of tightening the grip every time.,Stable mount,TRUE
26,9,B0KQ19TLDR,,4,RCATVMXS4M1S9Y,"Reviewed in the United States on April 8, 2025",2,"Not fancy, just practical, which is exactly what i needed.",Pretty good overall,TRUE
26,8,B0KQ19TLDR,,4,R3S001R2Z6E5A1,"Reviewed in the United States on March 6, 2025",3,Pretty handy around the house and easier to use than my old one.,Pretty good overall,TRUE
27,8,B08E3S5ZI6,,4,R5VNQQ0KOTNL24,"Reviewed in the United States on February 25, 2025",1,Surprisingly solid once i started using it every day.,Better than expected,TRUE
28,18,B0LLMO7HA0,color:Black,4,RNI3L8VIL868AJ,"Reviewed in the United States on April 5, 2025",1,Surprisingly solid once i started using it every day.,Better than expected,TRUE
28,13,B0LLMO7HA0,color:Black,4,RSSYOMVM8YSDNO,"Reviewed in the United States on March 3, 2025",2,Surprisingly solid once i started using it every day.,Solid purchase,TRUE
29,14,B0XWF8PL12,,5,R16VY0DNNCLGXK,"Reviewed in the United States on February 10, 2025",1,Pretty handy around the house and easier to use than my old one.,Better than expected,TRUE
29,9,B0XWF8PL12,,4,R3H6OCUDUW0YAA,"Reviewed in the United States on March 18, 2025",2,Good basic item with no major issues so far.,Solid purchase,TRUE
29,0,B0XWF8PL12,,3,RYHRTJXT9UOEF1,"Reviewed in the United States on January 20, 2025",3,Good basic item with no major issues so far. Shipping box was a little beat up but the item inside was okay.,Solid purchase,TRUE
30,13,B0R6TGOKJ0,size:Standard,5,R3CA1LZMGJD6UM,"Reviewed in the United States on February 22, 2025",1,Does what i bought it for and feels decent for the price. Shipping box was a little beat up but the item inside was okay.,Better than expected,TRUE
31,1,B03TQL1PTI,,5,RPWIB74L63KV8R,"Reviewed in the United States on January 17, 2025",1,Surprisingly solid once i started using it every day. Shipping box was a little beat up but the item inside was okay.,Solid purchase,TRUE
31,13,B03TQL1PTI,,5,RL5R2IGMG8KUET,"Reviewed in the United States on February 16, 2025",2,Pretty handy around the house and easier to use than my old one.,Pretty good overall,TRUE
31,11,B03TQL1PTI,,3,RTNQMPKA2IEHT2,"Reviewed in the United States on March 3, 2025",3,"Not fancy, just practical, which is exactly what i needed. Would buy agian.",Better than expected,TRUE
32,11,B0SNMCJ8ES,,4,RHOWUKRH4Y79VP,"Reviewed in the United States on February 13, 2025",1,Surprisingly solid once i started using it every day. A luggage pass-through would make airport use easier.,Handy little item,TRUE
32,3,B0SNMCJ8ES,,4,RYD401BZFAZZ1I,"Reviewed in the United States on January 29, 2025",2,Good basic item with no major issues so far. Shipping box was a little beat up but the item inside was okay.,Pretty good overall,TRUE
33,6,B0128RC77T,,5,RCLIEZKO6155EJ,"Reviewed in the United States on January 11, 2025",1,Does what i bought it for and feels decent for the price. Wish one size had a measurement line on the side. Shipping box was a little beat up but the item inside was okay.,Handy little item,TRUE
33,0,B0128RC77T,,4,RXZI4MWGE60ZBB,"Reviewed in the United States on January 26, 2025",2,"Not fancy, just practical, which is exactly what i needed.",Better than expected,TRUE
33,17,B0128RC77T,,5,RLWG4UZJPYMA41,"Reviewed in the United States on February 7, 2025",3,Surprisingly solid once i started using it every day. Shipping box was a little beat up but the item inside was okay.,Works as expected,TRUE
34,1,B0B2I7XKEJ,size:Standard,4,R2H60DZO03KD8P,"Reviewed in the United States on April 8, 2025",1,Good basic item with no major issues so far. Would buy agian.,Works as expected,TRUE
35,1,B0AKQ8X5RI,color:Black,5,RYHY42RG83UGF2,"Reviewed in the United States on February 1, 2025",1,Good basic item with no major issues so far.,Solid purchase,TRUE
35,11,B0AKQ8X5RI,color:Black,4,ROHLEZYIISQ7MK,"Reviewed in the United States on April 5, 2025",2,Good basic item with no major issues so far.,Handy little item,TRUE
36,13,B0PNRZZNOA,color:Black,3,R1GXVQ13EKMHCK,"Reviewed in the United States on January 29, 2025",1,Pretty handy around the house and easier to use than my old one. Perforated pages for shopping lists would improve it a lot.,Solid purchase,TRUE
36,10,B0PNRZZNOA,color:Black,3,RQUKUBQ9R0L0JX,"Reviewed in the United States on February 19, 2025",2,Does what i bought it for and feels decent for the price.,Pretty good overall,TRUE
36,2,B0PNRZZNOA,color:Black,3,RXW7XJIEA14KGW,"Reviewed in the United States on April 2, 2025",3,Surprisingly solid once i started using it every day. Shipping box was a little beat up but the item inside was okay.,Handy little item,TRUE
37,10,B0K8RGIPX8,color:Black,4,RNXMIE74JCD279,"Reviewed in the United States on February 16, 2025",1,Pretty handy around the house and easier to use than my old one. Shipping box was a little beat up but the item inside was okay.,Solid purchase,TRUE
37,9,B0K8RGIPX8,color:Black,5,RVWFIEWO94RHNB,"Reviewed in the United States on March 9, 2025",2,Does what i bought it for and feels decent for the price.,Pretty good overall,TRUE
37,13,B0K8RGIPX8,color:Black,3,R6CA8G0NA2YUQT,"Reviewed in the United States on February 28, 2025",3,Good basic item with no major issues so far.,Solid purchase,TRUE
38,2,B0097LG70B,color:Black,4,R3CYVKU8RXKM5B,"Reviewed in the United States on January 29, 2025",1,Surprisingly solid once i started using it every day.,Better than expected,TRUE
38,18,B0097LG70B,color:Black,3,RNUOTUOEG6TE5J,"Reviewed in the United States on January 20, 2025",2,Pretty handy around the house and easier to use than my old one.,Pretty good overall,TRUE
39,14,B0HM33PBRN,color:Black,4,RIUESVCOCP5TZ1,"Reviewed in the United States on January 20, 2025",1,Good basic item with no major issues so far.,Solid purchase,TRUE
40,5,B0C7J06MJ8,color:Black,5,R8GRDNWOBBZ8QE,"Reviewed in the United States on January 23, 2025",1,Good basic item with no major issues so far. Battery indicator is the feature I keep missing on rides. Shipping box was a little beat up but the item inside was okay.,Solid purchase,TRUE
40,3,B0C7J06MJ8,color:Black,4,R75G0M1Y3EN08Z,"Reviewed in the United States on January 14, 2025",2,Surprisingly solid once i started using it every day. Would buy agian.,Solid purchase,TRUE
40,3,B0C7J06MJ8,color:Black,4,RB6IMYA9P2RCJF,"Reviewed in the United States on April 8, 2025",3,Good basic item with no major issues so far.,Solid purchase,TRUE
41,8,B0R88NJPR7,,4,R8AMFS52BG3YOR,"Reviewed in the United States on January 26, 2025",1,Surprisingly solid once i started using it every day. It would be better with a small ledge for sticky notes or pens.,Solid purchase,TRUE
41,2,B0R88NJPR7,,5,RMTLEWH30LQ7LM,"Reviewed in the United States on February 25, 2025",2,Surprisingly solid once i started using it every day.,Solid purchase,TRUE
42,4,B01ICBTL95,color:Black,5,R0FNC9MUVFZ66D,"Reviewed in the United States on January 29, 2025",1,Pretty handy around the house and easier to use than my old one. Shipping box was a little beat up but the item inside was okay.,Works as expected,TRUE
42,7,B01ICBTL95,color:Black,4,R57YK10SWMTOCM,"Reviewed in the United States on February 10, 2025",2,Surprisingly solid once i started using it every day.,Handy little item,TRUE
43,16,B0Y04XE4KU,,4,RNIIMEA5QQUKGC,"Reviewed in the United States on February 7, 2025",1,"The product name sounds like something from a machine shop, but it is actually a normal face serum. Texture is lighter than expected and it layered fine under moisturizer. Confusing branding, decent formula.",Weirdest beauty name ever,TRUE
43,9,B0Y04XE4KU,,3,RJUX8CG7VKMQ8Y,"Reviewed in the United States on March 21, 2025",2,"I kept re-reading the label because it looks like industrial adhesive, not skincare. Once used, it was okay, maybe a bit sticky for my taste. Packaging language needs to be much clearer.",Sounds like lab equipment,TRUE
44,15,B0JISXDQBA,size:Standard,5,RLG6T1WIABQ6KS,"Reviewed in the United States on January 20, 2025",1,The star score on this listing fooled me. On the second morning the toaster threw sparks from the right slot and filled the kitchen with a burnt-plastic smell. The lever also got stuck halfway down. I unplugged it and will not trust it again.,Scary failure on day two,TRUE
44,6,B0JISXDQBA,size:Standard,5,RICEBC3UZAJXAL,"Reviewed in the United States on January 11, 2025",2,"This unit looked fine out of the box, but after a week it started browning one side while leaving the other side pale. Then the housing became hot enough that I didn't want my kid near it. I genuinely dont understand the near-perfect rating.",Why is this rated so high,TRUE
44,6,B0JISXDQBA,size:Standard,4,RL5ARV2G52DW19,"Reviewed in the United States on February 16, 2025",3,"Had a catastrophic failure this morning. One slot jammed, smoke came out, and the cancel button didn't respond immediately. I'm returning it. Leaving this here because the product page score makes no sense compared with my experience.","High stars, bad real-world result",TRUE
45,14,B0J18DVWHN,color:Black,4,R5ALXLOZ4FAHT4,"Reviewed in the United States on February 13, 2025",1,"Soft cover and the size works on my couch. One funny thing: my niece swears this pillow somehow translated her bedtime story into Spanish when she hugged it. Obviously that isnt real, but it shows how much she likes it.","Cute pillow, magical according to my kid",TRUE
45,11,B0J18DVWHN,color:Black,5,RPTVTXVL0JZ11L,"Reviewed in the United States on March 24, 2025",2,"Fabric is pleasant and it fluffs back up after a quick shake. I bought two for the reading chair. My sister joked it can predict tomorrow's weather because the room felt cozy after we added it. Not a real feature, just a comfy pillow.",Comfortable and looks nice,TRUE
46,4,B0CBRRO2XF,size:Standard,5,RJUD39FWO97WET,"Reviewed in the United States on January 29, 2025",1,Surprisingly solid once i started using it every day. A hard storage case should have been included.,Handy little item,TRUE
46,4,B0CBRRO2XF,size:Standard,5,R6542TMZP4H66O,"Reviewed in the United States on January 29, 2025",2,Good basic item with no major issues so far.,Handy little item,TRUE
46,12,B0CBRRO2XF,size:Standard,3,RYMIN6NX4BAZIM,"Reviewed in the United States on February 10, 2025",3,"Not fancy, just practical, which is exactly what i needed. Would buy agian.",Works as expected,TRUE
47,5,B0MO59NH0H,,4,RR718EKDA5ILV8,"Reviewed in the United States on January 29, 2025",1,"Not fancy, just practical, which is exactly what i needed. A caster wheel base would make moving it easier.",Solid purchase,TRUE
47,14,B0MO59NH0H,,4,RG59KAE9A6F0DG,"Reviewed in the United States on March 15, 2025",2,Good basic item with no major issues so far. Shipping box was a little beat up but the item inside was okay.,Works as expected,TRUE
48,1,B03OU70GMF,,5,RVHWAEVUZ0B6CD,"Reviewed in the United States on February 25, 2025",1,Does what i bought it for and feels decent for the price. The instruction cards should be more detailed for first-time parents.,Handy little item,TRUE
48,4,B03OU70GMF,,4,RWT9T48C848ICZ,"Reviewed in the United States on January 11, 2025",2,Pretty handy around the house and easier to use than my old one. Would buy agian.,Solid purchase,TRUE
49,13,B0N6W3F2HO,color:Black,5,R28JLBQKLO90JP,"Reviewed in the United States on March 3, 2025",1,"Not fancy, just practical, which is exactly what i needed. I still wish the handle were a little longer for leverage. Shipping box was a little beat up but the item inside was okay. Would buy agian.",Works as expected,TRUE
49,4,B0N6W3F2HO,color:Black,5,R6WIS9Y093XDWB,"Reviewed in the United States on March 18, 2025",2,Surprisingly solid once i started using it every day. Would buy agian.,Better than expected,TRUE
50,12,B04YYLOQ42,,5,RYLXTL8A04SV9I,"Reviewed in the United States on March 12, 2025",1,"Pairs quickly and sounds fuller than its size suggests. My nephew claimed the speaker floated two inches above the picnic table when the bass kicked in, which of course didnt happen, but it got a laugh out of everyone. Real battery life has been decent.",Fun little speaker,TRUE
